= ILMOIT
D16,120001,Rantanen Noel,AAA,220001,2011,FIN,12,38.00
H55,120002,Virtanen Venla,AAB,220002,1971,FIN,12,46.00
H40,120003,Aalto Venla,AAC,220003,1985,FIN,12,46.00
D45,120004,Koskinen Emma,AAD,220004,1977,FIN,12,46.00
D16,120005,Korhonen Aino,AAE,220005,2010,FIN,12,38.00
H20,120006,Lehtinen Helmi,AAF,220006,2007,FIN,12,38.00
H21,120007,Tamminen Vaino,AAG,220007,1981,FIN,12,46.00
D20,120008,Koskinen Aada,AAF,220008,2006,FIN,12,38.00
H18,120009,Salminen Leo,AAC,220009,2009,FIN,12,38.00
D20,120010,Laine Helmi,AAC,220010,2007,FIN,12,38.00
D18,120011,Korhonen Saimi,AAH,220011,2009,FIN,12,38.00
D18,120012,Korhonen Helmi,AAI,220012,2009,FIN,12,38.00
D16,120013,Salminen Sofia,AAJ,220013,2010,FIN,12,38.00
D18,120014,Virtanen Helmi,AAK,220014,2009,FIN,12,38.00
H20,120015,Rantanen Venla,AAL,220015,2006,FIN,12,38.00
D20,120016,Laine Sofia,AAM,220016,2006,FIN,12,38.00
D16,120017,Nieminen Emma,AAN,220017,2010,FIN,12,38.00
H18,120018,Tamminen Noel,AAO,220018,2008,FIN,12,38.00
H18,120019,Tamminen Eero,AAO,220019,2009,FIN,12,38.00
D16,120020,Laine Aino,AAN,220020,2010,FIN,12,38.00
H18,120021,Nieminen Noel,AAF,220021,2008,FIN,12,38.00
H45,120022,Korhonen Sofia,AAP,220022,1980,FIN,12,46.00
H16,120023,Aalto Eero,AAE,220023,2010,FIN,12,38.00
D18,120024,Nieminen Sofia,AAQ,220024,2009,FIN,12,38.00
D16,120025,Rantanen Vaino,AAN,220025,2011,FIN,12,38.00
D18,120026,Jarvinen Emma,AAN,220026,2009,FIN,12,38.00
H18,120027,Jarvinen Eero,AAK,220027,2009,FIN,12,38.00
D18,120028,Aalto Aada,AAR,220028,2009,FIN,12,38.00
H18,120029,Makinen Eero,AAM,220029,2009,FIN,12,38.00
H16,120030,Heikkinen Elias,AAN,220030,2010,FIN,12,38.00
D18,120031,Heikkinen Vaino,AAS,220031,2009,FIN,12,38.00
H18,120032,Rantanen Aino,AAT,220032,2008,FIN,12,38.00
H18,120033,Laine Emma,AAT,220033,2009,FIN,12,38.00
D20,120034,Koskinen Leo,AAU,220034,2006,FIN,12,38.00
D18,120035,Virtanen Leo,AAV,220035,2008,FIN,12,38.00
D18,120036,Saarinen Otto,AAT,220036,2009,FIN,12,38.00
D20,120037,Nieminen Aino,AAW,220037,2007,FIN,12,38.00
H20,120038,Lehtinen Onni,AAL,220038,2006,FIN,12,38.00
D16,120039,Heikkinen Aada,AAI,220039,2011,FIN,12,38.00
D45,120040,Nieminen Helmi,AAX,220040,1981,FIN,12,46.00
H60,120041,Heikkinen Aino,AAY,220041,1964,FIN,12,46.00
D16,120042,Rantanen Otto,AAC,220042,2012,FIN,12,38.00
H18,120043,Koskinen Saimi,AAN,220043,2009,FIN,12,38.00
H16,120044,Salminen Elias,AAN,220044,2011,FIN,12,38.00
D16,120045,Salminen Venla,AAF,220045,2010,FIN,12,38.00
H16,120046,Rantanen Sofia,AAK,220046,2010,FIN,12,38.00
D18,120047,Laine Saimi,AAS,220047,2009,FIN,12,38.00
H21,120048,Lehtinen Eero,AAZ,220048,1982,FIN,12,46.00
H16,120049,Korhonen Vaino,AAN,220049,2011,FIN,12,38.00
H18,120050,Hakkinen Saimi,AAN,220050,2009,FIN,12,38.00
D18,120051,Saarinen Noel,ABA,220051,2008,FIN,12,38.00
D16,120052,Koskinen Noel,AAT,220052,2010,FIN,12,38.00
H18,120053,Makinen Onni,AAF,220053,2009,FIN,12,38.00
H18,120054,Laine Vaino,AAZ,220054,2008,FIN,12,38.00
H16,120055,Saarinen Emma,ABB,220055,2010,FIN,12,38.00
D16,120056,Jarvinen Lilja,AAX,220056,2010,FIN,12,38.00
H16,120057,Lehtinen Emma,AAR,220057,2010,FIN,12,38.00
D16,120058,Salminen Emma,AAK,220058,2011,FIN,12,38.00
D16,120059,Tamminen Aada,AAX,220059,2011,FIN,12,38.00
H18,120060,Makinen Aada,AAC,220060,2009,FIN,12,38.00
D16,120061,Lehtinen Elias,ABC,220061,2010,FIN,12,38.00
H16,120062,Nieminen Eero,AAK,220062,2010,FIN,12,38.00
H20,120063,Rantanen Emma,AAA,220063,2007,FIN,12,38.00
H18,120064,Koskinen Helmi,AAA,220064,2009,FIN,12,38.00
D18,120065,Aalto Sofia,ABA,220065,2008,FIN,12,38.00
D16,120066,Virtanen Elias,ABB,220066,2010,FIN,12,38.00
H21,120067,Jarvinen Onni,AAJ,220067,1988,FIN,12,46.00
H50,120068,Laine Eero,AAN,220068,1973,FIN,12,46.00
D14,120069,Lehtinen Otto,AAN,220069,2013,FIN,12,30.00
H16,120070,Virtanen Lilja,ABD,220070,2011,FIN,12,38.00
D16,120071,Jarvinen Vaino,ABE,220071,2011,FIN,12,38.00
D16,120072,Makinen Vaino,ABF,220072,2010,FIN,12,38.00
D16,120073,Heikkinen Otto,AAM,220073,2011,FIN,12,38.00
H20,120074,Salminen Aada,AAO,220074,2007,FIN,12,38.00
H16,120075,Korhonen Emma,AAO,220075,2010,FIN,12,38.00
H16,120076,Nieminen Saimi,AAK,220076,2011,FIN,12,38.00
H16,120077,Saarinen Aino,AAK,220077,2011,FIN,12,38.00
D16,120078,Nieminen Onni,AAC,220078,2011,FIN,12,38.00
H18,120079,Salminen Aino,AAF,220079,2008,FIN,12,38.00
D65,120080,Hakkinen Sofia,AAR,220080,1949,FIN,12,46.00
H16,120081,Jarvinen Helmi,AAI,220081,2010,FIN,12,38.00
D16,120082,Virtanen Eero,ABG,220082,2010,FIN,12,38.00
D14,120083,Aalto Onni,AAX,220083,2013,FIN,12,30.00
D18,120084,Jarvinen Sofia,AAU,220084,2009,FIN,12,38.00
D18,120085,Salminen Helmi,AAZ,220085,2008,FIN,12,38.00
D16,120086,Rantanen Eero,AAZ,220086,2010,FIN,12,38.00
D14,120087,Heikkinen Emma,ABE,220087,2012,FIN,12,30.00
H16,120088,Salminen Vaino,ABE,220088,2010,FIN,12,38.00
H40,120089,Hakkinen Helmi,AAO,220089,1984,FIN,12,46.00
D45,120090,Laine Lilja,AAO,220090,1976,FIN,12,46.00
D20,120091,Heikkinen Venla,AAC,220091,2007,FIN,12,38.00
H18,120092,Hakkinen Onni,AAF,220092,2008,FIN,12,38.00
H16,120093,Koskinen Lilja,ABD,220093,2010,FIN,12,38.00
H45,120094,Heikkinen Eero,ABH,220094,1978,FIN,12,46.00
D14,120095,Koskinen Onni,AAJ,220095,2013,FIN,12,30.00
H18,120096,Jarvinen Elias,AAV,220096,2009,FIN,12,38.00
D16,120097,Korhonen Eero,ABA,220097,2010,FIN,12,38.00
H16,120098,Tamminen Sofia,AAF,220098,2010,FIN,12,38.00
D14,120099,Korhonen Lilja,AAH,220099,2013,FIN,12,30.00
H16,120100,Lehtinen Aada,ABI,220100,2010,FIN,12,38.00
D14,120101,Saarinen Saimi,AAZ,220101,2012,FIN,12,30.00
D18,120102,Rantanen Helmi,ABF,220102,2009,FIN,12,38.00
D16,120103,Jarvinen Noel,AAO,220103,2011,FIN,12,38.00
D16,120104,Tamminen Elias,ABJ,220104,2011,FIN,12,38.00
H45,120105,Makinen Sofia,AAO,220105,1979,FIN,12,46.00
H55,120106,Hakkinen Aada,ABF,220106,1968,FIN,12,46.00
H14,120107,Heikkinen Helmi,AAM,220107,2013,FIN,12,30.00
D16,120108,Heikkinen Lilja,AAO,220108,2011,FIN,12,38.00
D16,120109,Lehtinen Noel,ABK,220109,2010,FIN,12,38.00
H16,120110,Lehtinen Sofia,AAT,220110,2011,FIN,12,38.00
H16,120111,Korhonen Leo,AAO,220111,2010,FIN,12,38.00
D14,120112,Laine Onni,ABF,220112,2012,FIN,12,30.00
D60,120113,Laine Elias,AAK,220113,1966,FIN,12,46.00
H18,120114,Jarvinen Saimi,ABG,220114,2009,FIN,12,38.00
D20,120115,Virtanen Emma,ABL,220115,2007,FIN,12,38.00
D21,120116,Virtanen Vaino,ABF,220116,2004,FIN,12,46.00
H16,120117,Makinen Venla,ABM,220117,2010,FIN,12,38.00
H14,120118,Makinen Helmi,AAQ,220118,2013,FIN,1,15.00
H16,120119,Lehtinen Leo,AAZ,220119,2011,FIN,12,38.00
D16,120120,Saarinen Onni,ABB,220120,2011,FIN,12,38.00
D18,120121,Salminen Lilja,AAZ,220121,2009,FIN,12,38.00
H16,120122,Laine Otto,AAQ,220122,2011,FIN,12,38.00
D20,120123,Aalto Helmi,AAZ,220123,2007,FIN,12,38.00
H16,120124,Virtanen Aada,ABD,220124,2011,FIN,12,38.00
D14,120125,Jarvinen Venla,AAV,220125,2012,FIN,12,30.00
D16,120126,Laine Venla,ABN,220126,2011,FIN,12,38.00
H10RR,120127,Korhonen Venla,AAX,220127,2016,FIN,12,30.00
H16,120128,Koskinen Sofia,ABO,220128,2010,FIN,12,38.00
H18,120129,Makinen Leo,AAV,220129,2009,FIN,12,38.00
H12TR,120130,Koskinen Venla,AAQ,220130,2014,FIN,12,30.00
H16,120131,Laine Noel,AAT,220131,2011,FIN,12,38.00
H18,120132,Salminen Noel,AAK,220132,2009,FIN,12,38.00
H18,120133,Tamminen Helmi,AAN,220133,2009,FIN,12,38.00
H14,120134,Nieminen Otto,AAO,220134,2012,FIN,12,30.00
D14,120135,Koskinen Aino,ABP,220135,2012,FIN,12,30.00
H16,120136,Heikkinen Onni,ABP,220136,2011,FIN,12,38.00
D45,120137,Saarinen Venla,AAE,220137,1979,FIN,1,23.00
D18,120138,Jarvinen Aada,AAF,220138,2009,FIN,12,38.00
D12TR,120139,Nieminen Leo,AAR,220139,2014,FIN,12,30.00
D16,120140,Korhonen Otto,AAK,220140,2011,FIN,12,38.00
D16,120141,Lehtinen Aino,ABF,220141,2010,FIN,12,38.00
D12TR,120142,Aalto Otto,AAZ,220142,2015,FIN,12,30.00
H14,120143,Saarinen Elias,AAV,220143,2013,FIN,12,30.00
D10RR,120144,Koskinen Elias,ABI,220144,2016,FIN,12,30.00
H12TR,120145,Virtanen Noel,ABH,220145,2014,FIN,12,30.00
D10RR,120146,Salminen Onni,ABH,220146,2016,FIN,12,30.00
D21,120147,Hakkinen Vaino,AAN,220147,2004,FIN,12,46.00
H12TR,120148,Tamminen Otto,AAO,220148,2014,FIN,12,30.00
H45,120149,Aalto Leo,AAC,220149,1977,FIN,1,23.00
D14,120150,Rantanen Saimi,ABL,220150,2013,FIN,12,30.00
D16,120151,Jarvinen Otto,ABE,220151,2011,FIN,12,38.00
H40,120152,Saarinen Vaino,AAO,220152,1984,FIN,12,46.00
D14,120153,Rantanen Leo,AAV,220153,2012,FIN,12,30.00
H45,120154,Heikkinen Saimi,AAN,220154,1977,FIN,12,46.00
H12TR,120155,Makinen Lilja,AAO,220155,2015,FIN,12,30.00
H16,120156,Rantanen Aada,AAV,220156,2010,FIN,12,38.00
H10RR,120157,Hakkinen Emma,AAO,220157,2016,FIN,12,30.00
H12TR,120158,Aalto Vaino,AAJ,220158,2016,FIN,12,30.00
H14,120159,Heikkinen Sofia,AAJ,220159,2013,FIN,12,30.00
D12TR,120160,Laine Leo,ABE,220160,2014,FIN,12,30.00
H40,120161,Makinen Aino,ABI,220161,1984,FIN,12,46.00
H14,120162,Heikkinen Leo,AAZ,220162,2012,FIN,12,30.00
D12TR,120163,Koskinen Otto,AAZ,220163,2014,FIN,12,30.00
D16,120164,Virtanen Saimi,ABG,220164,2011,FIN,12,38.00
D12TR,120165,Hakkinen Elias,AAZ,220165,2014,FIN,12,30.00
H50,120166,Makinen Otto,AAZ,220166,1974,FIN,12,46.00
D10RR,120167,Virtanen Onni,AAQ,220167,2017,FIN,12,30.00
H40,120168,Nieminen Aada,ABQ,220168,1985,FIN,12,46.00
D12TR,120169,Lehtinen Saimi,AAZ,220169,2014,FIN,12,30.00
H10RR,120170,Jarvinen Leo,AAJ,220170,2017,FIN,12,30.00
H12TR,120171,Saarinen Eero,AAJ,220171,2014,FIN,12,30.00
H12TR,120172,Salminen Saimi,AAJ,220172,2014,FIN,12,30.00
H12TR,120173,Korhonen Noel,ABH,220173,2014,FIN,12,30.00
H16,120174,Virtanen Aino,AAV,220174,2010,FIN,12,38.00
H18,120175,Tamminen Lilja,AAC,220175,2009,FIN,12,38.00
H65,120176,Koskinen Eero,AAO,220176,1957,FIN,12,46.00
D10RR,120177,Tamminen Onni,AAC,220177,2016,FIN,12,30.00
H14,120178,Salminen Otto,ABH,220178,2013,FIN,12,30.00
D10RR,120179,Nieminen Lilja,ABH,220179,2016,FIN,12,30.00
H21,120180,Korhonen Onni,ABL,220180,1994,FIN,12,46.00
D14,120181,Aalto Saimi,AAZ,220181,2013,FIN,12,30.00
H12TR,120182,Nieminen Vaino,AAJ,220182,2014,FIN,12,30.00
D10RR,120183,Makinen Saimi,AAC,220183,2019,FIN,12,30.00
D21,120184,Hakkinen Lilja,AAO,220184,1985,FIN,12,46.00
H40,120185,Saarinen Lilja,ABL,220185,1985,FIN,12,46.00
D21,120186,Rantanen Elias,ABF,220186,2000,FIN,1,23.00
H60,120187,Hakkinen Eero,AAK,220187,1966,FIN,1,23.00
H12TR,120188,Lehtinen Venla,AAJ,220188,2017,FIN,12,30.00
D10RR,120189,Nieminen Elias,AAZ,220189,2017,FIN,12,30.00
D10RR,120190,Saarinen Helmi,AAQ,220190,2019,FIN,12,30.00
H50,120191,Hakkinen Aino,ABH,220191,1973,FIN,12,46.00
D14,120192,Korhonen Elias,AAJ,220192,2013,FIN,12,30.00
H18,120193,Makinen Emma,AAK,220193,2009,FIN,12,38.00
H18,120194,Makinen Noel,AAB,220194,2008,FIN,12,38.00
H45,120195,Aalto Elias,AAM,220195,1980,FIN,12,46.00
HDRRS,120196,Virtanen Sofia,AAJ,220196,2021,FIN,1,15.00
HDRRS,120197,Salminen Eero,ABE,0,2017,FIN,1,15.00
D21,120198,Jarvinen Aino,ABF,220197,1995,FIN,12,46.00
